job_id,user,vc,jobname,gpu_num,cpu_num,state,submit_time,duration,dataset,model,batchsize,amp,speed,gpu_util,gmem_util,gmem,remain,start_time,end_time,ckpt_times,queue,jct,status,nodes,priority,random,profiled,profqueue,toskip,exclusive,rate,sharescore,Tcolocate,Tdelocate
765563,uH3om,vcvGl,,128,128,CANCELLED,13224884,24,CIFAR-10,EfficientNet,32,1,680.977,20.571,1.286,2176.0,0,13224900.0,13224925.0,0,16.0,41.0,end,"[{0: [0, 1, 2, 3, 4, 5, 6, 7]}, {1: [0, 1, 2, 3, 4, 5, 6, 7]}, {2: [0, 1, 2, 3, 4, 5, 6, 7]}, {3: [0, 1, 2, 3, 4, 5, 6, 7]}, {4: [0, 1, 2, 3, 4, 5, 6, 7]}, {5: [0, 1, 2, 3, 4, 5, 6, 7]}, {6: [0, 1, 2, 3, 4, 5, 6, 7]}, {7: [0, 1, 2, 3, 4, 5, 6, 7]}, {8: [0, 1, 2, 3, 4, 5, 6, 7]}, {9: [0, 1, 2, 3, 4, 5, 6, 7]}, {10: [0, 1, 2, 3, 4, 5, 6, 7]}, {11: [0, 1, 2, 3, 4, 5, 6, 7]}, {12: [0, 1, 2, 3, 4, 5, 6, 7]}, {13: [0, 1, 2, 3, 4, 5, 6, 7]}, {14: [0, 1, 2, 3, 4, 5, 6, 7]}, {15: [0, 1, 2, 3, 4, 5, 6, 7]}]",3072,0,0,0,0,1,1,,0,0
765565,uJjMX,vcvGl,,16,80,CANCELLED,13224891,46520,ImageNet,MobileNetV3,64,0,2537.436,80.522,44.261,3266.0,0,13224900.0,13271421.0,0,9.0,46530.0,end,"[{16: [0, 1, 2, 3, 4, 5, 6, 7]}, {17: [0, 1, 2, 3, 4, 5, 6, 7]}]",744320,0,0,0,0,1,1,,0,0
765566,uH3om,vcvGl,,128,128,COMPLETED,13224916,56269,ImageNet,MobileNetV3,32,1,978.255,34.966,7.931,2382.0,0,13224960.0,13281230.0,0,44.0,56314.0,end,"[{0: [0, 1, 2, 3, 4, 5, 6, 7]}, {1: [0, 1, 2, 3, 4, 5, 6, 7]}, {2: [0, 1, 2, 3, 4, 5, 6, 7]}, {3: [0, 1, 2, 3, 4, 5, 6, 7]}, {4: [0, 1, 2, 3, 4, 5, 6, 7]}, {5: [0, 1, 2, 3, 4, 5, 6, 7]}, {6: [0, 1, 2, 3, 4, 5, 6, 7]}, {7: [0, 1, 2, 3, 4, 5, 6, 7]}, {8: [0, 1, 2, 3, 4, 5, 6, 7]}, {9: [0, 1, 2, 3, 4, 5, 6, 7]}, {10: [0, 1, 2, 3, 4, 5, 6, 7]}, {11: [0, 1, 2, 3, 4, 5, 6, 7]}, {12: [0, 1, 2, 3, 4, 5, 6, 7]}, {13: [0, 1, 2, 3, 4, 5, 6, 7]}, {14: [0, 1, 2, 3, 4, 5, 6, 7]}, {15: [0, 1, 2, 3, 4, 5, 6, 7]}]",7202432,0,0,0,0,1,1,,0,0
765971,uJjMX,vcvGl,,16,16,COMPLETED,13271408,539,CIFAR-10,MobileNetV2,32,0,1108.427,42.8,17.0,2508.0,0,13271460.0,13272000.0,0,52.0,592.0,end,"[{16: [0, 1, 2, 3, 4, 5, 6, 7]}, {17: [0, 1, 2, 3, 4, 5, 6, 7]}]",8624,0,0,0,0,1,1,,0,0
765991,uJjMX,vcvGl,,2,1,FAILED,13271951,176,CIFAR-10,VGG,32,1,3556.88,48.0,19.0,2762.0,0,13272000.0,13272177.0,0,49.0,226.0,end,"[{16: [0, 1]}]",352,0,0,0,0,1,1,,0,0
765992,uJjMX,vcvGl,,8,40,CANCELLED,13271956,172,ShapeNet,PointNet,32,0,131.491,11.533,9.667,3968.0,0,13272000.0,13272173.0,0,44.0,217.0,end,"[{17: [0, 1, 2, 3, 4, 5, 6, 7]}]",1376,0,0,0,0,1,1,,0,0
765997,uJjMX,vcvGl,,16,80,CANCELLED,13272133,141,ShapeNet,PointNet,128,1,144.304,5.551,4.878,6976.0,0,13272180.0,13272322.0,0,47.0,189.0,end,"[{16: [0, 1, 2, 3, 4, 5, 6, 7]}, {17: [0, 1, 2, 3, 4, 5, 6, 7]}]",2256,0,0,0,0,1,1,,0,0
766001,uJjMX,vcvGl,,2,1,COMPLETED,13272272,224,CIFAR-10,MobileNetV2,32,1,895.251,28.833,7.333,2320.0,0,13272300.0,13272525.0,0,28.0,253.0,end,"[{18: [0, 1]}]",448,0,0,0,0,1,1,,0,0
766002,uJjMX,vcvGl,,8,40,CANCELLED,13272284,217,ShapeNet,PointNet,128,1,144.304,5.551,4.878,6976.0,0,13272300.0,13272518.0,0,16.0,234.0,end,"[{19: [0, 1, 2, 3, 4, 5, 6, 7]}]",1736,0,0,0,0,1,1,,0,0
766008,uJjMX,vcvGl,,16,80,CANCELLED,13272506,141,CIFAR-10,EfficientNet,128,0,3465.072,44.833,16.167,2580.0,0,13272540.0,13272682.0,0,34.0,176.0,end,"[{16: [0, 1, 2, 3, 4, 5, 6, 7]}, {17: [0, 1, 2, 3, 4, 5, 6, 7]}]",2256,0,0,0,0,1,1,,0,0
766013,uJjMX,vcvGl,,16,16,COMPLETED,13272643,628,CIFAR-10,MobileNetV2,32,1,895.251,28.833,7.333,2320.0,0,13272660.0,13273289.0,0,17.0,646.0,end,"[{18: [0, 1, 2, 3, 4, 5, 6, 7]}, {19: [0, 1, 2, 3, 4, 5, 6, 7]}]",10048,0,0,0,0,1,1,,0,0
766025,uJjMX,vcvGl,,2,1,COMPLETED,13273276,213,CIFAR-10,EfficientNet,32,0,814.137,24.5,3.0,2308.0,0,13273320.0,13273534.0,0,44.0,258.0,end,"[{16: [0, 1]}]",426,0,0,0,0,1,1,,0,0
766026,uJjMX,vcvGl,,8,40,CANCELLED,13273285,207,CIFAR-10,MobileNetV2,32,0,1108.427,42.8,17.0,2508.0,0,13273320.0,13273528.0,0,35.0,243.0,end,"[{17: [0, 1, 2, 3, 4, 5, 6, 7]}]",1656,0,0,0,0,1,1,,0,0
766029,uJjMX,vcvGl,,16,80,CANCELLED,13273497,429,ShapeNet,PointNet,32,1,136.02,7.0,5.615,3334.0,0,13273500.0,13273930.0,0,3.0,433.0,end,"[{18: [0, 1, 2, 3, 4, 5, 6, 7]}, {19: [0, 1, 2, 3, 4, 5, 6, 7]}]",6864,0,0,0,0,1,1,,0,0
766040,uJjMX,vcvGl,,16,16,COMPLETED,13273922,571,ShapeNet,PointNet,32,1,136.02,7.0,5.615,3334.0,0,13273980.0,13274552.0,0,58.0,630.0,end,"[{16: [0, 1, 2, 3, 4, 5, 6, 7]}, {17: [0, 1, 2, 3, 4, 5, 6, 7]}]",9136,0,0,0,0,1,1,,0,0
766050,uJjMX,vcvGl,,2,1,COMPLETED,13274498,208,CIFAR-10,EfficientNet,128,1,2802.744,33.571,7.286,2358.0,0,13274520.0,13274729.0,0,22.0,231.0,end,"[{18: [0, 1]}]",416,0,0,0,0,1,1,,0,0
766051,uJjMX,vcvGl,,8,40,CANCELLED,13274504,206,ShapeNet,PointNet,64,1,135.349,6.24,5.32,4532.0,0,13274520.0,13274727.0,0,16.0,223.0,end,"[{19: [0, 1, 2, 3, 4, 5, 6, 7]}]",1648,0,0,0,0,1,1,,0,0
766060,uJjMX,vcvGl,,16,80,CANCELLED,13274715,6570,MovieLens,NeuMF,64,0,15393.307,10.483,2.023,2050.0,0,13274760.0,13281331.0,0,45.0,6616.0,end,"[{16: [0, 1, 2, 3, 4, 5, 6, 7]}, {17: [0, 1, 2, 3, 4, 5, 6, 7]}]",105120,0,0,0,0,1,1,,0,0
