time,total_gpu_num,idle_gpu_num,pending_gpu_num,running_gpujob_num,pending_gpujob_num,pending_job_num_less_8,total_node_num,consolidate_node_num,shared_node_num,gpu_utilization
13240740.0,16,16,0,0,0,0,2,0,0,0.0
13240800.0,16,16,0,0,0,0,2,0,0,0.0
13240860.0,16,16,0,0,0,0,2,0,0,0.0
13240920.0,16,16,0,0,0,0,2,0,0,0.0
13240980.0,16,16,0,0,0,0,2,0,0,0.0
13241040.0,16,16,0,0,0,0,2,0,0,0.0
13241100.0,16,16,0,0,0,0,2,0,0,0.0
13241160.0,16,16,0,0,0,0,2,0,0,0.0
13241220.0,16,16,0,0,0,0,2,0,0,0.0
13241280.0,16,16,0,0,0,0,2,0,0,0.0
13241340.0,16,16,0,0,0,0,2,0,0,0.0
13241400.0,16,16,0,0,0,0,2,0,0,0.0
13241460.0,16,16,0,0,0,0,2,0,0,0.0
13241520.0,16,16,0,0,0,0,2,0,0,0.0
13241580.0,16,16,0,0,0,0,2,0,0,0.0
13241640.0,16,16,0,0,0,0,2,0,0,0.0
13241700.0,16,16,0,0,0,0,2,0,0,0.0
13241760.0,16,16,0,0,0,0,2,0,0,0.0
13241820.0,16,16,0,0,0,0,2,0,0,0.0
13241880.0,16,16,0,0,0,0,2,0,0,0.0
13241940.0,16,16,0,0,0,0,2,0,0,0.0
13242000.0,16,16,0,0,0,0,2,0,0,0.0
13242060.0,16,16,0,0,0,0,2,0,0,0.0
13242120.0,16,16,0,0,0,0,2,0,0,0.0
13242180.0,16,16,0,0,0,0,2,0,0,0.0
13242240.0,16,16,0,0,0,0,2,0,0,0.0
13242300.0,16,16,0,0,0,0,2,0,0,0.0
13242360.0,16,16,0,0,0,0,2,0,0,0.0
13242420.0,16,16,0,0,0,0,2,0,0,0.0
13242480.0,16,16,0,0,0,0,2,0,0,0.0
13242540.0,16,16,0,0,0,0,2,0,0,0.0
13242600.0,16,16,0,0,0,0,2,0,0,0.0
13242660.0,16,16,0,0,0,0,2,0,0,0.0
13242720.0,16,16,0,0,0,0,2,0,0,0.0
13242780.0,16,16,0,0,0,0,2,0,0,0.0
13242840.0,16,16,0,0,0,0,2,0,0,0.0
13242900.0,16,16,0,0,0,0,2,0,0,0.0
13242960.0,16,16,0,0,0,0,2,0,0,0.0
13243020.0,16,16,0,0,0,0,2,0,0,0.0
13243080.0,16,16,0,0,0,0,2,0,0,0.0
13243140.0,16,16,0,0,0,0,2,0,0,0.0
13243200.0,16,16,0,0,0,0,2,0,0,0.0
13243260.0,16,16,0,0,0,0,2,0,0,0.0
13243320.0,16,16,0,0,0,0,2,0,0,0.0
13243380.0,16,16,0,0,0,0,2,0,0,0.0
13243440.0,16,16,0,0,0,0,2,0,0,0.0
13243500.0,16,16,0,0,0,0,2,0,0,0.0
13243560.0,16,16,0,0,0,0,2,0,0,0.0
13243620.0,16,16,0,0,0,0,2,0,0,0.0
13243680.0,16,16,0,0,0,0,2,0,0,0.0
13243740.0,16,16,0,0,0,0,2,0,0,0.0
13243800.0,16,16,0,0,0,0,2,0,0,0.0
13243860.0,16,16,0,0,0,0,2,0,0,0.0
13243920.0,16,16,0,0,0,0,2,0,0,0.0
13243980.0,16,16,0,0,0,0,2,0,0,0.0
13244040.0,16,16,0,0,0,0,2,0,0,0.0
13244100.0,16,16,0,0,0,0,2,0,0,0.0
13244160.0,16,16,0,0,0,0,2,0,0,0.0
13244220.0,16,16,0,0,0,0,2,0,0,0.0
13244280.0,16,16,0,0,0,0,2,0,0,0.0
13244340.0,16,16,0,0,0,0,2,0,0,0.0
13244400.0,16,16,0,0,0,0,2,0,0,0.0
13244460.0,16,16,0,0,0,0,2,0,0,0.0
13244520.0,16,16,0,0,0,0,2,0,0,0.0
13244580.0,16,16,0,0,0,0,2,0,0,0.0
13244640.0,16,16,0,0,0,0,2,0,0,0.0
13244700.0,16,16,0,0,0,0,2,0,0,0.0
13244760.0,16,16,0,0,0,0,2,0,0,0.0
13244820.0,16,16,0,0,0,0,2,0,0,0.0
13244880.0,16,16,0,0,0,0,2,0,0,0.0
13244940.0,16,16,0,0,0,0,2,0,0,0.0
13245000.0,16,16,0,0,0,0,2,0,0,0.0
13245060.0,16,16,0,0,0,0,2,0,0,0.0
13245120.0,16,16,0,0,0,0,2,0,0,0.0
13245180.0,16,16,0,0,0,0,2,0,0,0.0
13245240.0,16,16,0,0,0,0,2,0,0,0.0
13245300.0,16,8,0,1,0,0,2,1,0,0.5
13245360.0,16,8,0,1,0,0,2,1,0,0.5
13245420.0,16,8,0,1,0,0,2,1,0,0.5
13245480.0,16,16,0,0,0,0,2,0,0,0.0
13245540.0,16,16,0,0,0,0,2,0,0,0.0
13245600.0,16,16,0,0,0,0,2,0,0,0.0
13245660.0,16,16,0,0,0,0,2,0,0,0.0
13245720.0,16,16,0,0,0,0,2,0,0,0.0
13245780.0,16,16,0,0,0,0,2,0,0,0.0
13245840.0,16,16,0,0,0,0,2,0,0,0.0
13245900.0,16,16,0,0,0,0,2,0,0,0.0
13245960.0,16,16,0,0,0,0,2,0,0,0.0
13246020.0,16,16,0,0,0,0,2,0,0,0.0
13246080.0,16,16,0,0,0,0,2,0,0,0.0
13246140.0,16,16,0,0,0,0,2,0,0,0.0
13246200.0,16,16,0,0,0,0,2,0,0,0.0
13246260.0,16,16,0,0,0,0,2,0,0,0.0
13246320.0,16,16,0,0,0,0,2,0,0,0.0
13246380.0,16,16,0,0,0,0,2,0,0,0.0
13246440.0,16,16,0,0,0,0,2,0,0,0.0
13246500.0,16,16,0,0,0,0,2,0,0,0.0
13246560.0,16,16,0,0,0,0,2,0,0,0.0
13246620.0,16,16,0,0,0,0,2,0,0,0.0
13246680.0,16,16,0,0,0,0,2,0,0,0.0
13246740.0,16,16,0,0,0,0,2,0,0,0.0
13246800.0,16,16,0,0,0,0,2,0,0,0.0
13246860.0,16,16,0,0,0,0,2,0,0,0.0
13246920.0,16,16,0,0,0,0,2,0,0,0.0
13246980.0,16,16,0,0,0,0,2,0,0,0.0
13247040.0,16,16,0,0,0,0,2,0,0,0.0
13247100.0,16,16,0,0,0,0,2,0,0,0.0
13247160.0,16,16,0,0,0,0,2,0,0,0.0
13247220.0,16,16,0,0,0,0,2,0,0,0.0
13247280.0,16,16,0,0,0,0,2,0,0,0.0
13247340.0,16,16,0,0,0,0,2,0,0,0.0
13247400.0,16,16,0,0,0,0,2,0,0,0.0
13247460.0,16,16,0,0,0,0,2,0,0,0.0
13247520.0,16,16,0,0,0,0,2,0,0,0.0
13247580.0,16,16,0,0,0,0,2,0,0,0.0
13247640.0,16,16,0,0,0,0,2,0,0,0.0
13247700.0,16,16,0,0,0,0,2,0,0,0.0
13247760.0,16,16,0,0,0,0,2,0,0,0.0
13247820.0,16,16,0,0,0,0,2,0,0,0.0
13247880.0,16,16,0,0,0,0,2,0,0,0.0
13247940.0,16,14,0,1,0,0,2,1,0,0.125
13248000.0,16,14,0,1,0,0,2,1,0,0.125
13248060.0,16,14,0,1,0,0,2,1,0,0.125
13248120.0,16,16,0,0,0,0,2,0,0,0.0
13248180.0,16,16,0,0,0,0,2,0,0,0.0
13248240.0,16,16,0,0,0,0,2,0,0,0.0
13248300.0,16,16,0,0,0,0,2,0,0,0.0
13248360.0,16,16,0,0,0,0,2,0,0,0.0
13248420.0,16,16,0,0,0,0,2,0,0,0.0
13248480.0,16,16,0,0,0,0,2,0,0,0.0
13248540.0,16,16,0,0,0,0,2,0,0,0.0
13248600.0,16,16,0,0,0,0,2,0,0,0.0
13248660.0,16,16,0,0,0,0,2,0,0,0.0
13248720.0,16,16,0,0,0,0,2,0,0,0.0
