time,total_gpu_num,idle_gpu_num,pending_gpu_num,running_gpujob_num,pending_gpujob_num,pending_job_num_less_8,total_node_num,consolidate_node_num,shared_node_num,sm_util,gmem_util,sm_util_active,gmem_util_active,gpu_utilization
15283500.0,40,9,76,9,13,7,5,2,3,39.938849999999995,5809.7258,45.681333333333335,8256.892466666668,0.775
15283560.0,40,8,76,9,13,7,5,2,3,40.42425,5799.3758,43.85285714285714,7894.082942857142,0.8
15283620.0,40,8,76,9,13,7,5,2,3,40.42425,5799.3758,43.85285714285714,7894.082942857142,0.8
15283680.0,40,8,76,9,13,7,5,2,3,40.42425,5799.3758,43.85285714285714,7894.082942857142,0.8
15283740.0,40,8,76,9,13,7,5,2,3,40.42425,5799.3758,43.85285714285714,7894.082942857142,0.8
15283800.0,40,8,76,9,13,7,5,2,3,40.42425,5799.3758,43.85285714285714,7894.082942857142,0.8
15283860.0,40,8,76,9,13,7,5,2,3,40.42425,5799.3758,43.85285714285714,7894.082942857142,0.8
15283920.0,40,8,76,9,13,7,5,2,3,40.42425,5799.3758,43.85285714285714,7894.082942857142,0.8
15283980.0,40,8,76,9,13,7,5,2,3,40.42425,5799.3758,43.85285714285714,7894.082942857142,0.8
15284040.0,40,8,76,9,13,7,5,2,3,40.42425,5799.3758,43.85285714285714,7894.082942857142,0.8
15284100.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284160.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284220.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284280.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284340.0,40,11,80,9,14,8,5,3,2,31.146749999999997,4323.4258,38.0831,7351.301600000001,0.725
15284400.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284460.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284520.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284580.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284640.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284700.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284760.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284820.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284880.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15284940.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285000.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285060.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285120.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285180.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285240.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285300.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285360.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285420.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285480.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285540.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285600.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285660.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285720.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285780.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285840.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285900.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15285960.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15286020.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15286080.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15286140.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15286200.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15286260.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15286320.0,40,8,76,9,13,7,5,2,3,40.00605,5872.1758,43.43465714285714,7966.882942857143,0.8
15286380.0,40,16,84,7,15,9,5,3,2,20.08745,2605.3758000000003,32.087133333333334,5964.7516000000005,0.6
15286440.0,40,16,84,7,15,9,5,3,2,20.08745,2605.3758000000003,32.087133333333334,5964.7516000000005,0.6
15286500.0,40,16,84,7,15,9,5,3,2,20.08745,2605.3758000000003,32.087133333333334,5964.7516000000005,0.6
15286560.0,40,16,84,7,15,9,5,3,2,20.08745,2605.3758000000003,32.087133333333334,5964.7516000000005,0.6
15286620.0,40,16,84,7,15,9,5,3,2,20.08745,2605.3758000000003,32.087133333333334,5964.7516000000005,0.6
15286680.0,40,16,84,7,15,9,5,3,2,20.08745,2605.3758000000003,32.087133333333334,5964.7516000000005,0.6
15286740.0,40,16,84,7,15,9,5,3,2,20.08745,2605.3758000000003,32.087133333333334,5964.7516000000005,0.6
15286800.0,40,16,84,7,15,9,5,3,2,20.08745,2605.3758000000003,32.087133333333334,5964.7516000000005,0.6
15286860.0,40,16,84,7,15,9,5,3,2,28.716450000000002,4032.8758000000003,36.39993333333334,6402.3258000000005,0.6
15286920.0,40,10,76,7,14,9,5,3,2,47.384550000000004,4435.1258,53.86104,6473.1258,0.75
15286980.0,40,10,76,7,14,9,5,3,2,49.53645,4420.3104,56.01294,6458.3104,0.75
15287040.0,40,10,76,7,14,9,5,3,2,49.53645,4420.3104,56.01294,6458.3104,0.75
15287100.0,40,10,76,7,14,9,5,3,2,49.53645,4420.3104,56.01294,6458.3104,0.75
15287160.0,40,10,76,7,14,9,5,3,2,49.53645,4420.3104,56.01294,6458.3104,0.75
15287220.0,40,10,76,7,14,9,5,3,2,49.53645,4420.3104,56.01294,6458.3104,0.75
15287280.0,40,8,76,8,14,9,5,3,2,53.294650000000004,5010.3656,56.571157142857146,6976.430628571429,0.8
15287340.0,40,8,76,8,14,9,5,3,2,53.294650000000004,5010.3656,56.571157142857146,6976.430628571429,0.8
15287400.0,40,8,76,8,14,9,5,3,2,53.294650000000004,5010.3656,56.571157142857146,6976.430628571429,0.8
15287460.0,40,8,76,8,14,9,5,3,2,53.294650000000004,5010.3656,56.571157142857146,6976.430628571429,0.8
15287520.0,40,8,76,8,14,9,5,3,2,53.294650000000004,5010.3656,56.571157142857146,6976.430628571429,0.8
15287580.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15287640.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15287700.0,40,0,68,9,13,9,5,3,2,68.40162500000001,7160.0114,68.40162500000001,7160.0114,1.0
15287760.0,40,0,68,9,13,9,5,3,2,68.40162500000001,7160.0114,68.40162500000001,7160.0114,1.0
15287820.0,40,0,68,9,13,9,5,3,2,68.40162500000001,7160.0114,68.40162500000001,7160.0114,1.0
15287880.0,40,0,68,9,13,9,5,3,2,68.40162500000001,7160.0114,68.40162500000001,7160.0114,1.0
15287940.0,40,0,68,9,13,9,5,3,2,68.455125,7160.2114,68.455125,7160.2114,1.0
15288000.0,40,3,72,9,14,10,5,3,2,61.65954999999999,6038.101,68.06762499999999,7052.941000000001,0.925
15288060.0,40,4,72,8,14,10,5,3,2,61.30732499999999,5986.625999999999,69.42005714285715,7134.581028571428,0.9
15288120.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288180.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288240.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288300.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288360.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288420.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288480.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288540.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288600.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288660.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288720.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288780.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288840.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288900.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15288960.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289020.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289080.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289140.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289200.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289260.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289320.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289380.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289440.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289500.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289560.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289620.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289680.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289740.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289800.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289860.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289920.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15289980.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290040.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290100.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290160.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290220.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290280.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290340.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290400.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290460.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290520.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290580.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290640.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290700.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290760.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
15290820.0,40,1,68,8,13,9,5,3,2,68.1029,7108.7364,69.80755714285715,7241.851428571428,0.975
