time,total_gpu_num,idle_gpu_num,pending_gpu_num,running_gpujob_num,pending_gpujob_num,pending_job_num_less_8,total_node_num,consolidate_node_num,shared_node_num,sm_util,gmem_util,sm_util_active,gmem_util_active,gpu_utilization
13219200.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219260.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219320.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219380.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219440.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219500.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219560.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219620.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219680.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219740.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219800.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219860.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219920.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13219980.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220040.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220100.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220160.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220220.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220280.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220340.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220400.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220460.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220520.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220580.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220640.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220700.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220760.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220820.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220880.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13220940.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221000.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221060.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221120.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221180.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221240.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221300.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221360.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221420.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221480.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221540.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221600.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221660.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221720.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221780.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
13221840.0,8,8,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
